Genus;Results from;Occurences
SALINIBACILLUS;Train Model Adjusted Occurences;1.5616401092266448
MOHEIBACTER;Train Model Adjusted Occurences;6.000691905872559
AUREIBACTER;Train Model Adjusted Occurences;1.0004452838851434
DEHALOGENIMONAS;Train Model Adjusted Occurences;8.357201565457174
PANTOEA;Train Model Adjusted Occurences;7.101273556522285
PROTEINIPHILUM;Train Model Adjusted Occurences;2.9922589760693095
THIOALKALIVIBRIO;Train Model Adjusted Occurences;3.003190092999545
SEDIMENTIBACTER;Train Model Adjusted Occurences;6.0026688878604775
ANAEROBACTER;Train Model Adjusted Occurences;0.5647731028933416
FACKLAMIA;Train Model Adjusted Occurences;10.200957538787424
BURKHOLDERIALES_GENUS;Train Model Adjusted Occurences;14.911564430839
ANAEROARCUS;Train Model Adjusted Occurences;1.000051493617626
ANAEROVIRGULA;Train Model Adjusted Occurences;0.25934304757243004
COMAMONAS;Train Model Adjusted Occurences;3.0013853420158054
ACTINOPLANES;Train Model Adjusted Occurences;2.1495950012127847
RHODOPLANES;Train Model Adjusted Occurences;8.753574900854282
SALINISPHAERA;Train Model Adjusted Occurences;2.000173154320892
VALLITALEA;Train Model Adjusted Occurences;2.001115652840298
CRYPTANAEROBACTER;Train Model Adjusted Occurences;2.5781194305944393
AMINICENANTES_GENUS;Train Model Adjusted Occurences;4.002649740344571
FIBROBACTER;Train Model Adjusted Occurences;3.0010742591866917
REICHENBACHIELLA;Train Model Adjusted Occurences;1.0004385923633734
ACTINOKINEOSPORA;Train Model Adjusted Occurences;1.365320801791863
ACTINOMADURA;Train Model Adjusted Occurences;6.001444435905387
ABSCONDITABACTERIA_[SR1]_GENUS;Train Model Adjusted Occurences;1.3853206113041268
TISTRELLA;Train Model Adjusted Occurences;2.027261245399856
BACTERIOVORAX;Train Model Adjusted Occurences;2.001617384739934
PSEUDOSCARDOVIA;Train Model Adjusted Occurences;1.0010332756163598
SUNXIUQINIA;Train Model Adjusted Occurences;2.2374957850260646
AUREIMONAS;Train Model Adjusted Occurences;5.584679965930327
HELCOCOCCUS;Train Model Adjusted Occurences;10.001340767096526
LACHNOANAEROBACULUM;Train Model Adjusted Occurences;1.0005675584897926
ASAIA;Train Model Adjusted Occurences;1.000787924333728
ECTOTHIORHODOSPIRACEAE_GENUS;Train Model Adjusted Occurences;27.81396101883815
THALASSOSPIRA;Train Model Adjusted Occurences;3.010386932089901
RICKETTSIA;Train Model Adjusted Occurences;2.255385480046339
AKYG1722_GENUS;Train Model Adjusted Occurences;4.002712127185205
LEUCOBACTER;Train Model Adjusted Occurences;7.631373562640418
BACTEROIDALES_BS11_GUT_GROUP_GENUS;Train Model Adjusted Occurences;12.416462589004839
MARINOSPIRILLUM;Train Model Adjusted Occurences;1.000885864075458
METHANOLINEA;Train Model Adjusted Occurences;2.011173610479606
BRADYRHIZOBIUM;Train Model Adjusted Occurences;6.391843849465879
[EUBACTERIUM]_CELLULOSOLVENS_GROUP;Train Model Adjusted Occurences;1.0090343002351705
TRUEPERA;Train Model Adjusted Occurences;3.5343370504349187
METHYLOCEANIBACTER;Train Model Adjusted Occurences;2.3685588600975924
[EUBACTERIUM]_COPROSTANOLIGENES_GROUP;Train Model Adjusted Occurences;23.36883576551552
SPONGIIBACTER;Train Model Adjusted Occurences;2.0109247709014326
DESULFONATRONOBACTER;Train Model Adjusted Occurences;0.36282278908521176
VOGESELLA;Train Model Adjusted Occurences;1.0011616966445764
METHANOCULLEUS;Train Model Adjusted Occurences;2.0000568257469373
SPORACETIGENIUM;Train Model Adjusted Occurences;1.3232614665341913
VARIOVORAX;Train Model Adjusted Occurences;2.339593020529388
DESULFOBULBACEAE_GENUS;Train Model Adjusted Occurences;6.023325629969672
SYNTROPHACETICUS;Train Model Adjusted Occurences;0.006390105746076866
MARICAULIS;Train Model Adjusted Occurences;4.234108870584581
DESULFONATRONOSPIRA;Train Model Adjusted Occurences;1.000203459633439
KUENENIA;Train Model Adjusted Occurences;1.0004734822069423
RHODOPIRELLULA;Train Model Adjusted Occurences;6.0093916080424705
DESULFUROMONADACEAE_GENUS;Train Model Adjusted Occurences;3.255028244488533
ROSEOSPIRA;Train Model Adjusted Occurences;1.0000085154770564
CLOACIBACILLUS;Train Model Adjusted Occurences;3.001116003608635
FAECALICOCCUS;Train Model Adjusted Occurences;2.004185084308193
BOSEA;Train Model Adjusted Occurences;1.9681327292332507
MASSILIA;Train Model Adjusted Occurences;1.0015541081551873
NEPTUNIIBACTER;Train Model Adjusted Occurences;1.0001281661726409
ULVIBACTER;Train Model Adjusted Occurences;2.7449930073036226
ARTHROBACTER;Train Model Adjusted Occurences;17.269868100218233
ACETOBACTERIUM;Train Model Adjusted Occurences;1.0001372210862869
THIOHALOPHILUS;Train Model Adjusted Occurences;1.0464529789400088
NITROLANCEA;Train Model Adjusted Occurences;2.0178197972975527
LACHNOSPIRACEAE_UCG-008;Train Model Adjusted Occurences;3.8891766021697025
[EUBACTERIUM]_HALLII_GROUP;Train Model Adjusted Occurences;7.000798302312976
CELLULOSIMICROBIUM;Train Model Adjusted Occurences;3.00077946773125
NANNOCYSTACEAE_GENUS;Train Model Adjusted Occurences;3.003548513013595
STEROLIBACTERIUM;Train Model Adjusted Occurences;1.0007592630892348
PARASPHINGOPYXIS;Train Model Adjusted Occurences;1.3036802377060606
RIKENELLA;Train Model Adjusted Occurences;5.766333162638501
KINEOSPORIA;Train Model Adjusted Occurences;4.988655582492444
DESULFURIVIBRIO;Train Model Adjusted Occurences;3.002058668918301
EMTICICIA;Train Model Adjusted Occurences;1.0000158454878916
TATEYAMARIA;Train Model Adjusted Occurences;1.248879073501219
PLANCTOMYCETES_GENUS;Train Model Adjusted Occurences;3.0023879492818786
RAHNELLA;Train Model Adjusted Occurences;0.03178013092883626
KTEDONOBACTER;Train Model Adjusted Occurences;3.402901474613306
MONGOLIICOCCUS;Train Model Adjusted Occurences;1.0001053455118836
CRYPTOBACTERIUM;Train Model Adjusted Occurences;1.0002592832747448
DESULFURELLACEAE_H16;Train Model Adjusted Occurences;1.0030914131068123
CRYPTOSPORANGIACEAE_GENUS;Train Model Adjusted Occurences;1.0695979778662172
SYNTROPHUS;Train Model Adjusted Occurences;0.00011608776935137597
FLAVOBACTERIACEAE_GENUS;Train Model Adjusted Occurences;2.6665391199101505
SALANA;Train Model Adjusted Occurences;1.0001429617188087
NATRANAEROVIRGA;Train Model Adjusted Occurences;2.013023079818465
HOLOPHAGAE_GENUS;Train Model Adjusted Occurences;5.001453628357557
METHANOFOLLIS;Train Model Adjusted Occurences;1.0000762295127512
MESORHIZOBIUM;Train Model Adjusted Occurences;3.248953782594655
SULFURIMONAS;Train Model Adjusted Occurences;2.0003978785436862
THERMOANAEROBACTER;Train Model Adjusted Occurences;2.0001576614320253
ALKALIBACTER;Train Model Adjusted Occurences;1.0023940710589387
CHLOROFLEXI_KD4-96_GENUS;Train Model Adjusted Occurences;7.508925882933843
ANCYLOBACTER;Train Model Adjusted Occurences;1.0021695536414408
DETHIOBACTER;Train Model Adjusted Occurences;6.002438554032051
SAPROSPIRA;Train Model Adjusted Occurences;1.0001689539148186
TABRIZICOLA;Train Model Adjusted Occurences;1.002452567516078
ALIIDIOMARINA;Train Model Adjusted Occurences;2.002776955080297
LEGIONELLA;Train Model Adjusted Occurences;24.012920765432632
M2PB4-65_TERMITE_GROUP_GENUS;Train Model Adjusted Occurences;4.445742735784863
GELIDIBACTER;Train Model Adjusted Occurences;5.962839190101834
GEOTHERMOBACTER;Train Model Adjusted Occurences;1.0039775376753122
VADINBC27_WASTEWATER-SLUDGE_GROUP;Train Model Adjusted Occurences;3.0097038096771827
ENTOMOPLASMA;Train Model Adjusted Occurences;1.00043669341782
SPIROSOMA;Train Model Adjusted Occurences;3.0001848906988475
THIOBACTER;Train Model Adjusted Occurences;2.0004681487773803
PSEUDOLABRYS;Train Model Adjusted Occurences;2.3004284815086278
METHYLOMONAS;Train Model Adjusted Occurences;2.0601547390547568
DESULFONATRONOVIBRIO;Train Model Adjusted Occurences;1.0021627571798783
THERMOANAEROBACTERACEAE_GENUS;Train Model Adjusted Occurences;3.009673978367982
HOLOPHAGACEAE_GENUS;Train Model Adjusted Occurences;4.985911748842696
CRYPTOSPORANGIUM;Train Model Adjusted Occurences;1.0050035434744773
NIABELLA;Train Model Adjusted Occurences;3.000356416851669
XENORHABDUS;Train Model Adjusted Occurences;1.0018064076609376
GUGGENHEIMELLA;Train Model Adjusted Occurences;5.628358741444668
BREVIBACILLUS;Train Model Adjusted Occurences;8.000372442717605
PERMIANIBACTER;Train Model Adjusted Occurences;1.0005007295479302
OCEANICAULIS;Train Model Adjusted Occurences;2.000160380186658
CHONDROMYCES;Train Model Adjusted Occurences;8.046893216847643
LACHNOBACTERIUM;Train Model Adjusted Occurences;0.33399897067607687
AEROCOCCUS;Train Model Adjusted Occurences;4.003329388509682
BOSEONGICOLA;Train Model Adjusted Occurences;0.00045009444521032765
DETHIOSULFATIBACTER;Train Model Adjusted Occurences;4.000103633354419
OCEANICOLA;Train Model Adjusted Occurences;6.169044059835594
PLANKTOPHILA;Train Model Adjusted Occurences;1.0004805792992713
ELUSIMICROBIALES_GENUS;Train Model Adjusted Occurences;2.000174829372611
LACHNOSPIRA;Train Model Adjusted Occurences;2.626959156431537
DESULFOCURVUS;Train Model Adjusted Occurences;2.001232304317013
DICHOTOMICROBIUM;Train Model Adjusted Occurences;1.00034152997827
RALSTONIA;Train Model Adjusted Occurences;3.0035939525398163
OENOCOCCUS;Train Model Adjusted Occurences;1.0004043339313473
GRANULOSICOCCUS;Train Model Adjusted Occurences;3.021227408730362
PHAEOSPIRILLUM;Train Model Adjusted Occurences;2.528131643206276
OERSKOVIA;Train Model Adjusted Occurences;1.000101486684249
EIKENELLA;Train Model Adjusted Occurences;2.000166222841526
MAHELLA;Train Model Adjusted Occurences;1.0007270172075233
RHODOVULUM;Train Model Adjusted Occurences;6.667729117375398
THERMANAEROMONAS;Train Model Adjusted Occurences;1.0001221988699596
BUTYRICICOCCUS;Train Model Adjusted Occurences;10.230996879523437
IDIOMARINA;Train Model Adjusted Occurences;4.013139478954864
TEPIDAMORPHUS;Train Model Adjusted Occurences;1.0002633341025347
ALKALIBACTERIUM;Train Model Adjusted Occurences;3.008527520252348
SPORANAEROBACTER;Train Model Adjusted Occurences;2.0091127560830273
MYCELIGENERANS;Train Model Adjusted Occurences;3.000486829721977
METHYLOPHILUS;Train Model Adjusted Occurences;2.8578761450882277
PROVIDENCIA;Train Model Adjusted Occurences;2.8180445589446386
CARNOBACTERIUM;Train Model Adjusted Occurences;5.642477865693092
GRANULICELLA;Train Model Adjusted Occurences;1.0013760097174091
RATHAYIBACTER;Train Model Adjusted Occurences;1.0000501976946194
LACHNOSPIRACEAE_UCG-002;Train Model Adjusted Occurences;8.519177691626647
ROBINSONIELLA;Train Model Adjusted Occurences;8.52182554993129
HOWARDELLA;Train Model Adjusted Occurences;4.010390004785877
CLOACIBACTERIUM;Train Model Adjusted Occurences;1.002945956113522
BACTERIOVORACACEAE_GENUS;Train Model Adjusted Occurences;1.0003865801145189
ACETANAEROBACTERIUM;Train Model Adjusted Occurences;5.056046112744887
ANDERSENIELLA;Train Model Adjusted Occurences;1.0000193440957115
PLANOCOCCUS;Train Model Adjusted Occurences;2.3779524388375854
ANAEROVIBRIO;Train Model Adjusted Occurences;8.00009543319198
OXALOBACTER;Train Model Adjusted Occurences;1.019563044565035
METHANOHALOPHILUS;Train Model Adjusted Occurences;2.035605681133138
PROTEOCATELLA;Train Model Adjusted Occurences;1.0000490926175294
PHYCISPHAERA;Train Model Adjusted Occurences;5.003733114883079
BRASSICIBACTER;Train Model Adjusted Occurences;3.0012608165327634
ANEROLINEACEAE_GENUS;Train Model Adjusted Occurences;4.001093580990386
TANGFEIFANIA;Train Model Adjusted Occurences;2.0005789548179003
FAUCICOLA;Train Model Adjusted Occurences;1.001157961517384
PROSTHECOBACTER;Train Model Adjusted Occurences;4.0002808981345614
MYXOCOCCALES_GENUS;Train Model Adjusted Occurences;5.00094613374219
SULFURIFERULA;Train Model Adjusted Occurences;3.0223508971139768
HALANAEROBIUM;Train Model Adjusted Occurences;2.0004201262503445
SYNTROPHORHABDUS;Train Model Adjusted Occurences;2.474623591175897
TRICHOCOCCUS;Train Model Adjusted Occurences;3.0192368873393276
SHIGELLA;Train Model Adjusted Occurences;1.3947859487516714
BYSSOVORAX;Train Model Adjusted Occurences;3.6415866306193867
HALOTHIOBACILLUS;Train Model Adjusted Occurences;1.0003961706621007
METHANOCELLA;Train Model Adjusted Occurences;3.0001330146721537
ROSEIMICROBIUM;Train Model Adjusted Occurences;2.0005252247737704
HERMINIIMONAS;Train Model Adjusted Occurences;2.0058428182397567
RAROBACTER;Train Model Adjusted Occurences;1.6937437504288968
ALKALINEMA;Train Model Adjusted Occurences;1.0002741768777488
DESULFOGLAEBA;Train Model Adjusted Occurences;1.0039707746871969
CURTOBACTERIUM;Train Model Adjusted Occurences;1.7759683929258552
CATENULISPORA;Train Model Adjusted Occurences;2.0004448155487298
KANDLERIA;Train Model Adjusted Occurences;1.0226569573597137
STOQUEFICHUS;Train Model Adjusted Occurences;1.0013702093416776
SULFURITALEA;Train Model Adjusted Occurences;1.0005545984282727
SARCINA;Train Model Adjusted Occurences;0.004004286638070892
PISCIBACILLUS;Train Model Adjusted Occurences;1.001387113514545
MELIORIBACTER;Train Model Adjusted Occurences;2.0009377080315156
DESEMZIA;Train Model Adjusted Occurences;1.0042873789916822
NITROSOARCHAEUM;Train Model Adjusted Occurences;1.0000180693264875
JANIBACTER;Train Model Adjusted Occurences;1.0000439423615248
FILIFACTOR;Train Model Adjusted Occurences;2.0000725304396725
WCHB1-60_GENUS;Train Model Adjusted Occurences;1.0003637640718661
METHANIMICROCOCCUS;Train Model Adjusted Occurences;1.320085366743657
FIRMICUTES_GENUS;Train Model Adjusted Occurences;5.334587709238699
STIGMATELLA;Train Model Adjusted Occurences;5.553337898483963
SULFOLOBALES_GENUS;Train Model Adjusted Occurences;1.0000717968302473
CHTHONIOBACTERALES_GENUS;Train Model Adjusted Occurences;16.5955006055354
FODINICOLA;Train Model Adjusted Occurences;7.671276863173102
CHLOROBIALES_SJA-28_GENUS;Train Model Adjusted Occurences;5.0002291228789435
PISCICOCCUS;Train Model Adjusted Occurences;2.2691751369196664
MICROMONOSPORACEAE_GENUS;Train Model Adjusted Occurences;1.000050863652925
CATENIBACTERIUM;Train Model Adjusted Occurences;2.0013145017540763
RHODOMICROBIUM;Train Model Adjusted Occurences;2.0003780683698915
PROPIONISPIRA;Train Model Adjusted Occurences;2.000048753336772
BACTEROIDALES_S24-7_GROUP_GENUS;Train Model Adjusted Occurences;4.002453324997624
SALINISPIRILLUM;Train Model Adjusted Occurences;3.0081044340116665
TRICHODESMIUM;Train Model Adjusted Occurences;1.0001819192773114
DESULFUROCOCCUS;Train Model Adjusted Occurences;1.7776072038883202
PHASCOLARCTOBACTERIUM;Train Model Adjusted Occurences;5.00022223372125
THIOMONAS;Train Model Adjusted Occurences;1.0002898192269583
ALBIDOVULUM;Train Model Adjusted Occurences;2.2767840917326105
CAPNOCYTOPHAGA;Train Model Adjusted Occurences;6.2595584887001054
LAUTROPIA;Train Model Adjusted Occurences;1.3719078348486897
LUTIBACTER;Train Model Adjusted Occurences;1.0005523586915115
MICROCOCCUS;Train Model Adjusted Occurences;2.311202904166642
VEILLONELLA;Train Model Adjusted Occurences;5.0003188187643195
SPOROMUSA;Train Model Adjusted Occurences;3.0006062257809267
ROSEOVARIUS;Train Model Adjusted Occurences;1.001666587672856
THERMODESULFOVIBRIO;Train Model Adjusted Occurences;14.638638583618391
BACILLALES_GENUS;Train Model Adjusted Occurences;2.013481784895844
SULFURICELLA;Train Model Adjusted Occurences;2.253410037788166
PERSEPHONELLA;Train Model Adjusted Occurences;1.0012500514588383
KROPPENSTEDTIA;Train Model Adjusted Occurences;1.001035585174304
PSEUDOFULVIBACTER;Train Model Adjusted Occurences;1.0029458210822413
PROPIONIVIBRIO;Train Model Adjusted Occurences;4.002281425324727
FIBROBACTERALES_FD035_GENUS;Train Model Adjusted Occurences;1.0001071616842399
DIALISTER;Train Model Adjusted Occurences;8.000222474965472
STAPHYLOTHERMUS;Train Model Adjusted Occurences;0.22382101666922805
THIOTHRIX;Train Model Adjusted Occurences;2.0013345273533902
NITRILIRUPTOR;Train Model Adjusted Occurences;1.00062668614902
THALASSOBACULUM;Train Model Adjusted Occurences;1.0006622367638163
PHREATOBACTER;Train Model Adjusted Occurences;1.7441158951349638
OCEANOSPIRILLALES_GENUS;Train Model Adjusted Occurences;3.0015004269053067
GEOALKALIBACTER;Train Model Adjusted Occurences;1.0007435755889544
ARENICELLALES;Train Model Adjusted Occurences;1.0006167381128857
[EUBACTERIUM]_OXIDOREDUCENS_GROUP;Train Model Adjusted Occurences;2.0028053990353563
CALDALKALIBACILLUS;Train Model Adjusted Occurences;1.004829649051531
MOLLICUTES_NB1-N_GENUS;Train Model Adjusted Occurences;13.003529625112545
MARISPIRILLUM;Train Model Adjusted Occurences;1.0018063252943397
MOORELLA;Train Model Adjusted Occurences;1.000152486235301
MESOTOGA;Train Model Adjusted Occurences;1.0147368108635932
RHODOLIGOTROPHOS;Train Model Adjusted Occurences;3.001178124271725
FERRITHRIX;Train Model Adjusted Occurences;1.0000609320788247
RHODOBACTER;Train Model Adjusted Occurences;1.0004939970566917
PELISTEGA;Train Model Adjusted Occurences;3.0662051672904194
BETAPROTEOBACTERIA_SC-I-84_GENUS;Train Model Adjusted Occurences;5.467148994100513
AUREISPIRA;Train Model Adjusted Occurences;1.4004326958654114
ZOOGLOEA;Train Model Adjusted Occurences;1.0003398620274104
THERMOPHAGUS;Train Model Adjusted Occurences;1.0136721688210124
CHLOROFLEXI_JG37-AG-4_GENUS;Train Model Adjusted Occurences;4.479034574282846
BALNEOLA;Train Model Adjusted Occurences;2.002423324420102
PARACLOSTRIDIUM;Train Model Adjusted Occurences;1.0001059320407915
PROLIXIBACTERACEAE_GENUS;Train Model Adjusted Occurences;6.000611396047587
THIOHALOCAPSA;Train Model Adjusted Occurences;1.0703844128571132
THALASSOLITUUS;Train Model Adjusted Occurences;1.0104793065725832
PARAEGGERTHELLA;Train Model Adjusted Occurences;1.0003533508629199
THERMOMICROBIUM;Train Model Adjusted Occurences;1.0034091294462057
AZOARCUS;Train Model Adjusted Occurences;3.7458185243979143
LITORILINEA;Train Model Adjusted Occurences;1.0052391451766485
GEOSPOROBACTER;Train Model Adjusted Occurences;2.4463635637786596
ALKANIBACTER;Train Model Adjusted Occurences;2.013080314801581
MARITALEA;Train Model Adjusted Occurences;0.00999210643488297
PERSICOBACTER;Train Model Adjusted Occurences;4.000376613159203
FILIMONAS;Train Model Adjusted Occurences;1.0012638181133404
NITROCOCCUS;Train Model Adjusted Occurences;2.000967633751705
DIAPHOROBACTER;Train Model Adjusted Occurences;1.0020799060111345
FERRUGINIBACTER;Train Model Adjusted Occurences;19.238136124019103
METHYLOPHAGA;Train Model Adjusted Occurences;4.688240610906571
LACHNOSPIRACEAE_ND3007_GROUP;Train Model Adjusted Occurences;0.6545762307625623
CELLVIBRIO;Train Model Adjusted Occurences;3.008208812400791
ARENICELLACEAE_GENUS;Train Model Adjusted Occurences;1.0005513620051083
ACETONEMA;Train Model Adjusted Occurences;0.0005193350795652529
DESULFOSPOROSINUS;Train Model Adjusted Occurences;2.772189447761025
SALMONELLA;Train Model Adjusted Occurences;2.533993282427958
TELMATOSPIRILLUM;Train Model Adjusted Occurences;1.0094373020228171
